notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
2/26/2019,Possible Plant Layoff,Empire State Mines,"408 Sylvia Lake Rd  Gouverneur, NY 13642",(315) 535-3223,Underground zinc mine,87,87,"Separations are expected to occur as soon as May 28, 2019.  The planned layoff is expected to be temporary at this time, and the entire plant is not expected to be closed.",Restructuring of Operations,The employees are not represented by a union.,Possible Plant Layoff
2/28/2019,Plant Closing,"Empire Vision Center, Inc.","(Visionworks - Central Lab)  6940 Fly Road  East Syracuse, NY 13057",(315) 388-7491,Ophthalmic Goods Manufacturing,89,89,"June 7, 2019",Economic,Local Union No. 81408 of the IUE/CWA International Union,Plant Closing
2/28/2019,Plant Layoff,MetLife (Global Technology & Operations Department),"500 Jordan Road  Troy, NY 12180",(919) 907-4388,Insurance company,26,275,"These terminations are expected to occur between May 31 and September 30, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
2/21/2019,Plant Closing,"Kiss Products, Inc.","(Production Team)  3 Seaview Blvd  Port Washington, NY 11050",(516) 625-9292,"Fingernails, Artificial business",52,419,"Separation will occur May 22, 2019 or within fourteen (14) days thereafter.",Moving warehouse functions to New Jersey,The employees are not represented by a union.,Plant Closing
2/21/2019,Plant Closing,"Ivy Enterprises, Inc.","(Production Team)  3 Seaview Blvd  Port Washington, NY 11050",(516) 625-9292,"Fingernails, Artificial business",4,161,"Separation will occur May 22, 2019 or within fourteen (14) days thereafter.",Moving warehouse functions to New Jersey,The employees are not represented by a union.,Plant Closing
2/27/2019,Plant Closing,"CareConnect Insurance Company, Inc.","2200 Northern Boulevard, Suite 104  East Hills, NY 11548",(516) 405-7925,Insurance company,31,35,5/1/2019,Implementation of the Care Connect Exit Plan,The employees are not represented by a union.,Plant Closing
7/13/2018,Plant Closing,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)","560 Fifth Avenue, 3rd Floor New York, NY 10036",(212) 560-1658,Restaurants,86,86,"The business has entered into a month-to-month agreement for continued occupancy of the Restaurant Complex. They will advise again only upon a change from their current month-to-month status, i.e., in the event they are asked to vacate, or receive a longer-term extension.",Expiration of lease,The employees are not represented by a union.,Plant Closing
2/14/2019,Plant Closing,New England Motor Freight (NEMF),"7201 Schuyler Rd.  East Syracuse, NY 13057",(732) 940-7216 ext. 49260,"General Freight Trucking, Local",63,518,"Layoffs will occur between February 15, 2019 and March 1, 2019",Filed for Chapter 11 Bankruptcy,"Local 447 of District 15 of the International Association of Machinists and Aerospace Workers, AFL-CIO",Plant Closing
2/18/2019,Plant Closing,"Alleson of Rochester, Inc.","2340 Brighton Henrietta Town Line Road  Rochester, NY 14623",(704) 874-1099 Ext,Manufactures in-stock uniforms and sublimated garments.,75,116,"Separations may occur or commence within the 14-day period from May 24, 2019 to June 7, 2019.",Implementing an operational restructuring,"Rochester Regional Joint Board, Local 388, Workers United",Plant Closing
2/7/2019,Plant Closing,"Prestone Press, LLC","4750 30th Street  Long Island City, NY 11101",(347) 468-7900,Commercial printer,75,75,"Separation of employment of all employees have been postponed from between May 10, 2019 and May 23, 2019 to between May 20, 2019 and June 2, 2019.",Economic,The employees are not represented by a union.,Plant Closing
10/9/2018,Plant Closing,"Ivy Enterprises, Inc.","(Warehouse) 3 Seaview Blvd Port Washington, NY 11050",(516) 625-9292,"Fingernails, Artificial Business",24,161,"Separation will occur March 22, 2019 or within fourteen (14) days thereafter.",Moving warehouse functions to New Jersey,The employees are not represented by a union.,Plant Closing
2/7/2019,Plant Closing,"Prestone Press, LLC","4750 30th Street  Long Island City, NY 11101",(347) 468-7900,Commercial printer,75,75,"The expected date of the separation of employment of all employees will be between May 10, 2019 and May 23, 2019.",Economic,The employees are not represented by a union.,Plant Closing
2/14/2019,Plant Layoff,AllianceBernstein L.P.,"1345 Sixth Avenue  New York, NY 10105",(212) 969-6169,Providing investment management and research services,98,1517,"The anticipated layoffs of affected employees will take place on May 16, 2019, June 30, 2019, September 30, 2019, and December 31, 2019.","Relocation of Corporate Headquarters to Nashville, Tennessee",The employees are not represented by a union.,Plant Layoff
2/15/2019,Plant Closing,"Macy's Systems and Technology, Inc. (MTECH Field Services Operational Unit)","Roosevelt Field  630 Old Country Road  Garden City, NY 11530",(678) 474-3281,"Engages in creating, gathering, and directing pieces of data to form management tools",1,1,5/19/2019,Economic,The employees are not represented by a union.,Plant Closing
2/15/2019,Possible Plant Layoff/Closing,"The Robert Allen Duralee Group, Inc.","125 Michael Drive, Suite 101  Syosset, NY 11749",(508) 851-6600 Ext,Luxury home décor,5,119,"Possible sale to occur the week of April 22, 2019.",Chapter 11 filing and sale of business,The employees are not represented by a union.,Possible Plant Layoff/Closing
2/19/2019,Plant Closing,"Thesys CAT, LLC","1740 Broadway, 14th Floor  New York, NY 10019",(646) 499-3467,Computer Programming Services,35,35,2/15/2019 (16); 3/15/2019 (7); and 4/15/2019 (12),Termination of CAT Project contract,The employees are not represented by a union.,Plant Closing
2/13/2019,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street  Rochester, NY 14650",(585) 724-6615,Photographic equipment and Supplies,1,-----,5/13/2019,Economic,The employee is not represented by a union.,Plant Layoff
2/13/2019,Plant Closing,Doubletree Suites by Hilton Hotel New York City Times Square," 1568 Broadway  New York, NY 10036",(212) 403-6427,Photographic equipment and Supplies,1,-----,5/13/2019,Economic,"New York Hotel  & Motel Trades Council, AFL-CIO",Plant Closing
2/12/2019,Plant Layoff,"Buffalo Filter, LLC","5900 Genesee Street  Lancaster, NY 14086",(574) 306-8710,Medical equipment manufacturer,15,114,"Separations will begin during the fourteen-day period beginning on May 13, 2019 and ending on November 29, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
2/12/2019,Plant Closing,"Fluor Enterprises, Inc.","568 Shore Airport Road  Ticonderoga, NY 12883",(864) 517-1939,Construction project management,2,2,"Separations are expected to commence during the 14-day period starting on May 13, 2019.",Contract loss with International Paper,The employees are not represented by a union.,Plant Closing
2/12/2019,Plant Closing,"Fluor Industrial Services, Inc.","568 Shore Airport Road  Ticonderoga, NY 12883",(864) 517-1939,Construction project management,20,20,"Separations are expected to commence during the 14-day period starting on May 13, 2019.",Contract loss with International Paper,The employees are not represented by a union.,Plant Closing
2/12/2019,Plant Closing,Walmart," Facility #3577 (Processes online orders)  141 Washington Avenue Ext.  Albany,  NY 12205",(518) 584-1642,Construction project management,20,20,"Separations are expected to commence during the 14-day period starting on May 13, 2019.",Contract loss with International Paper,The employees are not represented by a union.,Plant Closing
1/31/2019,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street  Rochester, NY 14650",(585) 724-6615,Photographic equipment and Supplies,1,-----,4/30/2019,Economic,The employee is not represented by a union.,Plant Layoff
10/9/2018,Plant Closing,"Ivy Enterprises, Inc.","(Warehouse) 3 Seaview Blvd Port Washington, NY 11050",(516) 625-9292,"Fingernails, Artificial Business",24,132,5/10/2019,Moving warehouse functions to New Jersey,The employees are not represented by a union.,Plant Closing
2/1/2019,Plant Layoff,"Web.com Group, Inc.","330 W. 34th Street, 16th Floor  New York, NY 10001",(904) 680-6600,Provides a range of Internet services to small businesses,39,To,"Separations are expected to occur April 1-15, 2019.",Ecomonic,The employees are not represented by a union.,Plant Layoff
2/6/2019,Plant Closing,"Eclipse Advantage, LLC","105 Rotterdam Industrial Park  Schenectady, NY 12306",(321) 473-7209,Unloading services with Union Pacific/Cold Connect.,62,62,"May 6, 2019",Service contract cancelation with Union Pacific Cold Connect/Railex,The employees are not represented by a union.,Plant Closing
2/5/2019,Plant Unit Closing,Concentrix CVG Corporation (formerly Convergys Corporation),"146 Arsenal Street  Watertown, NY 13601",(513) 592-6050,Inbound Call Center,117,540,"The closure is planned to begin on May 10, 2019 with an anticipated schedule of separations to occur on May 24, 2019, June 14, 2019 and the final closure on June 30, 2019.",Loss of Contract,The employees are not represented by a union.,Plant Unit Closing
1/31/2019,Plant Closing,St. Joseph School,"25 Church Street Ronkonkoma, NY 11779",(516) 280-4124,School,38,38,6/26/2019,Economic,The employees are not represented by a union.,Plant Closing
2/1/2019,Plant Layoff,AllianceBernstein L.P.,"1345 Sixth Avenue  New York, NY 10105",(212) 969-6169,Providing investment management and research services,36,1517,"The anticipated layoffs of affected employees will take place on May 5, 2019; May 6, 2019; May 31, 2019; June 1, 2019; July 30, 2019; July 31, 2019; December 31, 2019; June 20, 2020 and July 31, 2020.","Relocation of Corporate Headquarters to Nashville, Tennessee",The employees are not represented by a union.,Plant Layoff
1/31/2019,Plant Closing,All Saints Regional Catholic School," 12 Pearsall Avenue  Glen Cove, NY 11542",(516) 280-4124,Providing investment management and research services,36,1517,"The anticipated layoffs of affected employees will take place on May 5, 2019; May 6, 2019; May 31, 2019; June 1, 2019; July 30, 2019; July 31, 2019; December 31, 2019; June 20, 2020 and July 31, 2020.","Relocation of Corporate Headquarters to Nashville, Tennessee",The employees are not represented by a union.,Plant Closing
1/31/2019,Plant Layoff,Eastman Kodak Company (Eastman Business Park),"1669 Lake Avenue  Rochester, NY 14650",(585) 724-6615,Photographic equipment and Supplies,2,-----,4/30/2019,Economic,The employees are not represented by a union.,Plant Layoff
1/28/2019,Plant Closing,ABM Aviation Inc.,"Delta Airlines at JFK International Airport. Terminals 2 and 4  Jamaica, NY 11430",(718) 917-2079,Cabin cleaning services at Delta Airlines at JFK International Airport. Terminals 2 and 4,528,528,5/3/2019,Contractual Loss,SEIU Local 32BJ,Plant Closing
1/29/2019,Plant Unit Closing,Concentrix CVG Corporation," (Formerly Convergys Corporation)  146 Arsenal Street   Watertown, NY 13601",(513) 592-6050,Cabin cleaning services at Delta Airlines at JFK International Airport. Terminals 2 and 4,528,528,5/3/2019,Contractual Loss,The employees are not represented by a union.,Plant Unit  Closing
1/18/2019,Plant Closings,Petland Discounts Inc.,Various Locations,(631) 521-8326,Retail pet store,367,367,Separations for all affected employees will be laid off by 4/18/2019.,Economic,The employees are not represented by a union.,Plant Closings
1/15/2019,Plant Layoff,"Metropolitan Jewish Home Care, Inc. d\b\a MJHS Home Care","6323 Seventh Avenue  Brooklyn, NY 11220",(718) 491-7290,Home care services,112,246,"April 15, 2019",Economic,The employees are not represented by a union.,Plant Layoff
1/17/2019,Plant Closing,Centerplate at the New York Racing Association (NYRA),"Saratoga Racetracks  267 Union Avenue  Saratoga Springs, NY 12866",(864) 248-2042,Hospitality services,441,441,"The hospitality services provided will cease on or about April 21, 2019.",Contract Loss,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
1/25/2019,Plant Layoff,SAE Sun and Earth Energy Inc.," 444 Washington Street   Rensselaer, NY 12144",(518) 444-2044,Hospitality services,441,441,"The hospitality services provided will cease on or about April 21, 2019.",Contract Loss,The employees are not represented by a union.,Plant Layoff
1/25/2019,Plant Layoff,"Monolith Solar Associates, LLC"," 444 Washington Street   Rensselaer, NY 12144",(518) 444-2044,Hospitality services,441,441,"The hospitality services provided will cease on or about April 21, 2019.",Contract Loss,The employees are not represented by a union.,Plant Layoff
1/25/2019,Plant Layoff,"Monticello Raceway Management, Inc. (Casino)"," 204 State Route 17B   Monticello, NY 12701",(845) 428-7200 Ext. 1460,Hospitality services,441,441,"The hospitality services provided will cease on or about April 21, 2019.",Contract Loss,"New York Hotel & Motel Trades Council,  AFL-CIO - 92 employees; the Laborers' International Union of North America,  Local 17, AFL-CIO- 13 employees; the International Union of Operating  Engineers, Local 825 – 5 employees; and the Northeast Regional Council of  Carpenters, United Brotherhood of Carpenters and Joinders of America- 2  employees.",Plant Closing
12/17/2018,Plant Closing,Celmatix Inc. (Operations Office),"14 Wall Street  New York, NY 10005",(917) 371-2506,Biotechnology company,66,66,"Employment terminations are expected to begin on February 1, 2019 or within the 2-week period beginning February 1, 2019 (8). The remaining employment terminations will occur on March 4, 2019 or within the 2-week period beginning March 4, 2019.",Economic,The employees are not represented by a union.,Plant Closing
7/13/2018,Plant Closing,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)","560 Fifth Avenue, 3rd Floor New York, NY 10036",(212) 560-1658,Restaurants,86,86,Layoffs postponed from a 14-day period beginning on 1/31/2019 to a 14-day period beginning on 2/28/2019.,Expiration of lease,The employees are not represented by a union.,Plant Closing
1/18/2019,Plant Closing,"Third & 50, LLC (aka Dos Caminos)","825 Third Avenue  New York, NY 10022",(718) 386-7187,Restaurant,100,100,"Separation date will be during the ten day period beginning on April 21, 2019 and ending on April 30, 2019.",Lease expiration,The employees are not represented by a union.,Plant Closing
1/18/2019,Plant Closing,"Mercedes Distribution Center, Inc.","63 Flushing Avenue, Unit 340 Brooklyn, NY 11205",(718) 534-3003,Warehouse Distribution service,100,100,"The terminations of the affected employees will begin on February 01, 2019.",Economic,"International Brotherhood of Teamsters, Local 553",Plant Closing
1/18/2019,Plant Closing,Macy's,"7000 Fashion Drive  Nanuet, NY 10954",(646) 787-4816,Retail Store,92,92,"Separations are expected to occur between March 20, 2019 and April 2, 2019.",Economic,The employees are not represented by a union.,Plant Closing
1/16/2019,Plant Layoff,TheaterMania.com,"550 7th Ave  New York, NY 10018",(416)-687-2062,"Offers directory of shows, tickets, and discounts across the U.S.",17,81,"Separations will occur on April 16, 2019, or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Layoff
1/7/2018,Plant Layoff,Senior Rehab Solutions (Norwegian Home and Health Center),"1250 67th Street  Brooklyn, NY 11219",(214) 252-7653,Nursing home,22,22,"The anticipated date of the first separation of employees is February 4, 2019, and the layoffs are anticipated to conclude by February 4, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
1/16/2019,Plant Closing,"CareConnect Insurance Company, Inc.","2200 Northern Boulevard East Hills, NY 11548",(516) 405-7925,Health insurance market,46,40,"Phase 4 separations occurred on November 30, 2018 for 38 employees (notified on August 3, 2018) and separations will occur for 8 employees (notified on October 31, 2018) on or about February 1, 2019.",Economic,The employees are not represented by a union.,Plant Closing
1/10/2019,Plant Closing,"Kohl's Department Stores, Inc. (Store #1328)","6135 Junction Blvd.  Rego Park, NY 11374",(262) 703-7000,Retail store,107,107,4/13/2019,Economic,The employees are not represented by a union.,Plant Closing
11/13/2018,Plant Closing,Thomson Reuters Corporation,"(Operations and Enablement - Technology, Content Operations & Legal Editorial)  50 East Broad Street  Rochester, NY 14614",(651) 848-3154,Multinational mass media and information firm,207,327,"Layoffs will begin on or about February 12, 2019 with subsequent rounds of layoffs to occur through September 30, 2019. Some employees elected to relocate to a lower cost or strategic location or their roles were converted to work from home positions.",Economic,The employees are not represented by a union.,Plant Closing
1/15/2019,Plant Closing,General Motors LLC (Cadillac New York Headquarters),"330 Hudson Street  New York, NY 10013",(313) 407-9929,Automobile manufacturer and retailer.,97,97,"Separations will occur on March 31, 2019 or during the 14-day period commencing on that date.",Economic,The employees are not represented by a union.,Plant Closing
1/11/2019,Plant Closing,"Calvin Klein, Inc.","(Madison Collection Store) 654 Madison Avenue  New York, NY 10065",(212) 292-9785,Clothing Retail store,29,29,"Three affected employees at 205 West 39th Street were separated on January 10, 2019. The additional separations will occur during the period beginning April 17, 2019 and ending April 30, 2019.",Economic,The employees are not represented by a union.,Plant Closing
1/10/2019,Plant Closing,Aveda Institute Inc.,"(Aveda Institute New York School)  233 Spring Street  New York, NY 10013",(212) 230-6181,Beauty school,48,48,"Separations are anticipated to occur between April 11, 2019 and April 24, 2019.",Sale of the Aveda Institute New York School,The employees are not represented by a union.,Plant Closing
1/7/2019,Plant Closing,"Independence Care System, Inc. (ICS)","257 Park Avenue South  New York, NY 10010",(212) 584-2580,Managed Long-Term Care (MLTC),97,97,4/7/2019,"Due to changes in its business, ICS will be closing its MLTC line of business.",The employees are not represented by a union.,Plant Closing
1/9/2019,Plant Closing,"Pfizer, Inc.","64 Maple Street  Rouses Point, NY 12979",(212) 733-2110,Pharmaceuticals (production),6,12,"Separations will occur on March 15, 2019 (5) and on March 29, 2019 (1).",Economic,International Chemical Workers Union/UFCW Local 95c,Plant Closing
1/7/2019,Plant Closing,"AT&T Services, Inc.","(Billing Inquiry Call Center Operations)  250 South Clinton Street  Syracuse, NY 13202",(313) 421-9648,Telecommunications (Billing Inquiry Call Center Operations),155,155,4/12/2019,"Transfer of operations to Orange Park, Florida",Communications Workers of America,Plant Closing
1/7/2019,Plant Closing,"Lighthouse Management Services, LLC","300 Clinton Square  Rochester, NY 14604",(585) 246-4151,Property management company,48,48,"Layoffs are expected to commence on April 8, 2019 or within the 14-day period of that date and expected to continue through September 30, 2019.",Termination of property management contracts,The employees are not represented by a union.,Plant Closing
1/6/2019,Plant Closing,Morrison Healthcare Food and Nutrition Services at Erie Medical Center,"462 Grider Street  Buffalo, NY 14215",(914) 426-8240,National food and nutrition services company,172,172,4/6/2019,Contractual Loss,"CSEA Local 1000, AFSCME, AFL-CIO",Plant Closing
12/27/2018,Plant Closing,Kmart Store (Unit 07677),"121 Bolivar Road  Wellsville, NY 14895",(847) 286-1427,Retail Store,88,88,"Employment separations will occur on March 26, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
12/27/2018,Plant Closing,Kmart Store (Unit 04928),"49 Dix Avenue Ext.  Queensbury, NY 12804",(847) 286-1427,Retail Store,60,60,"Employment separations will occur on March 26, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
12/27/2018,Plant Closing,"Sears, Roebuck and Co. Full Line Store (Unit 01894)","10 Miracle Mile Dr.  Rochester, NY 14623",(847) 286-1427,Retail Store,70,70,"Employment separations will occur on March 26, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
12/28/2018,Plant Closing,"St. Lawrence Health Alliance, Inc.","3 Lyon Place  Ogdensburg, NY 13669",(315) 713-6612,Healthcare Services,72,72,3/31/2019,The Claxton-Hepburn Medical Center will assume operations and all employees will be offered employment.,The employees are not represented by a union.,Plant Closing
