notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3/14/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 606-7302,"Cable & Satellite Television, Telecommunications  Services",226,226,to  occur between 3/18/2015 and 4/15/2015,Economic,International Brotherhood of Electrical Workers (IBEW)  Local 3,Plant Closing
3/17/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(845) 368-6086,Pharmaceutical Manufacturing,89,----,4th phase  of layoffs to occur during a 14-day period commencing on 6/30/2015.,Economic,No union representation; bumping arrangements are not available for affected  employees.,Plant Closing
1/29/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 673-8265,Manufacturing plant,11,-----,"5/2/2015 
or within 14 days of this date",Economic,National  Conference Firemen & Oilers District of Local  32 BJ/S.E.I.U.,Plant Closing
2/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 554-6040,Hotel,198,198,on or about 3/23/2015,"Sale  to 9 Crosby, LLC","New York Hotel & Motel Trades Council, UNITE HERE",Plant Closing
3/12/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 349-9319,Metal Forming - Engineering and Manufacturing division,35,39,6/12/2015,Economic,UAW Local 1097,Plant Layoff
3/13/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 589-7700,Warehouse,115,115,6/12/2015,Sale of site to Katzman Produce Inc.,"Local 202 IBT or OPEIU, Locval 153",Plant Closing
2/2/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 235-5888,Transportation,149,-----,3/25/2015,Economic,"Transport Workers Union of America, Local 225",Plant Layoff
3/9/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 818-2438,Security Guard Services for RUMC,31,-----,6/9/2015,Outsourcing security guard services to  AlliedBarton Security Services,There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
11/11/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315) 282-6296,Air conditioning manufacturing,33,280,"(3rd phase) layoffs will occur  between 2/11/2015 and 
5/1/2015
.",Economic,"United Steelworkers,  Local 32",Plant Closing
9/5/2014,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(314) 493-7110,Commercial Packaging Operations-Pharmaceuticals,412,----,90 days  from the date of notice,Purchased  by Actavis – relocation of most of its operations to New Jersey,Affected  employees are not represented by a union.,Plant Layoff
3/5/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,3,-----,6/2/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3/4/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(404) 715-8867,Airline cabin and baggage handling services,621,621,6/1/2015,Loss of contract with Delta Airlines to Air Serv Corporation,No bumping  rights are provided.,Plant Unit Closing
3/5/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 991-5287,Private Collection Agency,172,-----,To  occur between 3/5/2015 and 4/22/2015 or within  14-days of these dates,Termination of Contract with Department of Education,There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
3/6/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(972) 674-8590,Computer and software products,41,41,6/6/2015,Economic,There is no  union and no bumping rights exist.,Plant Closing
2/25/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 789-1333,Administrative Offices,103,103,To occur  during the 14- day period commencing on 3/5/2015,Bankruptcy,There are no  bumping rights at this facility.  The  affected employees at this facility are not represented by any union.,Plant Closing
3/4/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(757) 989-2992,Supplier of mechanical pipe supplies and general  machining,12,-----,6/5/2015,Economic,"UFCW Local 888, Enterprise Association Steamfitters  Local 638, Plumbing % Heating Wholesalers Employers Association, Inc.",Plant Layoff
3/5/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 222-6649,Drug Rehabilitation,56,57,Expected  date of first separation will occur on 6/3/2015,Economic,Bumping rights  do not exist.  No union representative.,Plant Closing
3/3/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 505-4750,Airline cabin services,178,178,"6/1/2015, or the 14-day period commencing on this date",Loss of contract to Gate Aviation,Bumping rights do not exist.,Plant Unit Closing
10/6/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 430-2541,Substance Abuse Treatment,57,57,3/29/2015,Montefiore Medical Center will take over facilities,"1199 SEIU,  New York State Nurses Association",Plant Closing
2/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 554-6040,Hotel,201,201,on or about 5/28/2015,Foreclosure-possible sale,New York Hotel & Motel Trades Council,Plant Closing
12/8/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 559-0529,Mental Health Clinic,46,46,-----,New entity to take over operations of all sites,There are no bumping rights.  Affected employees are not represented by a union.,Plant Closing
2/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(412) 234-8952,Financial,50,50,Occurring between 6/1/2015 and 7/13/2015,Economic,The affected employees are not represented by a union or any other collective bargaining representative.,Plant Closing
12/8/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 559-0529,Mental Health Clinic,46,46,-----,New entity to take over operations of all sites,There are no bumping rights.  Affected employees are not represented by a union.,Plant Closing
3/2/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(615) 301-7100,Marketing Consulting Services,120,-----,4/27/2015,Departure of a client campaign,There are no bumping rights.,Plant Unit Closing
12/9/2014,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(303) 824-4186,Electronics warehouse,45,45,To occur between 3/9/2015 and 5/31/2015,"Warehouse operations will be relocated to a site in Phoenix, Arizona","No union represents the affected employees, nor do they have bumping rights.",Plant Unit Closing
2/26/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,3,-----,5/26/2015,Economic,Bumping rights do not exist.,Plant Layoff
2/26/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(347) 624-5602,Hotel,44,44,on or about 5/18/2015,Economic,"New York Hotel & Motel Trades Council, AFO-CIO, UNITE HERE",Plant Closing
2/23/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212)  366-8319,Health and Human Services,206,1067,Commencing within 14 days of 5/21/2015,Company Restructuring,"District Council 1707, CSAEU, AFSCME,  AFL-CIO, Local 215",Plant Closing
2/25/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 789-1333,Administrative Offices,100,100,To occur during the 14- day period commencing on 3/5/2015,Bankruptcy,There are no bumping rights at this facility.  The affected employees at this facility are not represented by any union.,Plant Closing
1/29/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(847) 286-2500,Retail Store and Auto Center,134,144,5/3/2015,Economic,There is no union organization at the facility and there are not applicable bumping or transfer rights.,Plant Closing
2/18/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 524-5606,Home Care Services,80,80,Commencing on 3/1/2015,Termination of contract with NYC Administation for for Children’s Services (ACS),"District Council 1707, CSAEU, AFSCME<, AFL-CIO, Local 215",Plant Closing
2/19/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(516) 498-9111,Financial,31,31,on  or about 5/18/2015,Sale of business to Bridgehampton National Bank,Affected  employees are not represented by a union.,Plant Closing
2/18/2015,Plant  Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 559-0529,Counseling Center,77,77,-----,Economic,Affected  employees are not represented by a union.,Plant Unit Closing
2/17/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(425) 952-5856,Real Estate,7,-----,4/20/2015  & 8/1/2015,Economic,Bumping rights  do not exist for these job classifications.   No labor unions represent any of the affected employees.,Plant Layoff
1/29/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(847) 286-2500,Product  Rebuild Center,134,134,------,Economic,"There is no  union organization at the facility, and there are no applicable bumping or  transfer rights.",Plant Closing
2/12/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(202) 661-7130,Financial,35,-----,5/13/2015,Economic,Associates are  not represented by a Union.,Plant Layoff
12/30/2014,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(484) 896-5060,Camera Service and repair,41,41,To  occur between 3/31/2015 and 10/31/2015,Economic,"No union representation and no applicable  policies for transfer, bumping or reassignment rights.",Plant Closing
2/12/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,2,-----,5/12/2015,Economic,Bumping rights  do not exist.,Plant Layoff
10/31/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 609-7221,Beverage Distributor,499,499,-----,Integration  between Windmill and Manhattan Beer resulting in the closing of Windmill.,Teamsters Local 812,Plant Closing
7/28/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 337-5781,Residential  facility,158,204,"Layoffs to occur between 10/31/2014 through 
12/31//2014
 or within 14 days thereafter.",Purchased by the Allure Group effective 2/10/2015,"Special and  Superior Officer Benevolent Association, 1199 SEIU United Healthcare Workers  East",Plant Closing
2/12/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(646) 442-8502,"Web Site Design & Services, Computer System  Designers & Consultants",38,38,5/15/2015,Economic,The Company  does not recognize “bumping rights” that would allow affected employees to  displace other employees based on seniority or any other factor.,Plant Closing
2/2/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 739-6539,Designer Clothing,47,"47 - 
9 workers will remain on site  at Jack Spade",Layoffs will occur between 2/13/2015 and 5/8/2015.,Brand overhaul,The affected  employees are not represented by a union.,Plant Closing
3/20/2014,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 673-8265,Manufacturing plant,395,395,"To  occur between 10/3/2014 and 
5/31/2015
 or within 14  days following for a few employees left on site to wind down operations",Economic,National  Conference Firemen & Oilers District of Local  32 BJ/S.E.I.U.,Plant Closing
12/30/2014,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(484) 896-5060,Camera Service and repair,41,41,"To  occur between 3/31/2015 and 
10/31/2015",Economic,"No union representation and no applicable  policies for transfer, bumping or reassignment rights.",Plant Closing
1/26/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(905) 695-6996,Building Contractors,81,99,To occur  between 1/28/2015 and 4/28/2015,Economic,IUPAT Painters District Council #4,Plant Layoff
2/6/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(631) 465-6457,Home Support Services,40,40,-----,Sale  of CHS Home Support Services to Continued Care  of L.I. Inc.,None of the  affected employees are represented by a union or will have “bumping” rights to  other positions.,Plant Closing
2/5/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,1,-----,5/5/2015,Economic,Bumping rights  do not exist.,Plant Layoff
2/2/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 235-5888,Transportation,149,-----,3/12/2015,Economic,"Transport Workers Union of America, Local 225",Plant Layoff
9/5/2014,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(314) 493-7110,Commercial Packaging Operations-Pharmaceuticals,172,----,90 days  from the date of notice,Purchased  by Actavis – relocation of most of its operations to New Jersey,Affected  employees are not represented by a union.,Plant Layoff
2/2/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 739-6539,Designer Clothing,47,47,Layoffs will occur between 2/13/2015 and 5/8/2015.,Brand overhaul,The affected  employees are not represented by a union.,Plant Closing
10/31/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 609-7221,Beverage Distributor,577,577,-----,Integration  between Windmill and Manhattan Beer resulting in the closing of Windmill.,Teamsters Local 812,Plant Closing
8/19/2013,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(845) 778-6232,Manufacturer of steam specialty & fluid control  devices,55,91,Layoffs were extended for 9 remaining  workers to occur on 3/31/2015,Economic,International  Association of Machinist and Aerospace Workers Union (IAM),Plant Layoff
1/29/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,3,-----,4/28/2015,Economic,Bumping rights  do not exist.,Plant Layoff
2/4/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(845) 602-3611,Pharmaceuticals,8,-----,To occur  between 3/20/2015 and 5/5/2015,Economic,Local 95c International Chemical Workers Union/UFCW,Plant Closing
1/29/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 790-9969,Apparel (business operations),199,199,to  occur between 1/29/2015 and 7/31/2015,Economic,There will not  be any bumping rights.  None of the  affected employees are represented by a labor union.,Plant Closing
1/29/2015,Plant  Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(615) 301-7100,Marketing Consulting Services,278,500,-----,Departure of a client campaign,There are no  bumping rights.,Plant Unit Closing
3/20/2014,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 673-8265,Manufacturing plant,395,395,"To  occur between 10/3/2014 and 
5/24/2015
 with few  employees left on site to wind down operations through 5/24/2015",Economic,National Conference Firemen & Oilers District of Local  32 BJ/S.E.I.U.,Plant Closing
1/29/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 673-8265,Manufacturing plant,11,-----,5/2/2015,Economic,National  Conference Firemen & Oilers District of Local  32 BJ/S.E.I.U.,Plant Closing
1/27/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(607) 324-8745,Hospital,342,-----,to  occur in phases between 4/30/2015 and 8/28/2015,Economic,Bumping rights do not exist because none of the  affected employees are members of a labor organization.,Plant Layoff
1/30/2015,Plant  Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315)  634-7822,Janitorial Services,50,50,5/1/2015,Outsourcing janitorial services,Employees are  not represented by a union and do not have any bumping rights.,Plant Unit Closing
2/3/2015,,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(949) 855-5550,Computer Systems Analysis and Design,38,-----,5/4/2015,Corporate reorganization - sale to Fujitsu America  Inc.,Bumping rights do not exist.,Plant Layoff
1/15/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,2,-----,Between 4/12/2015 and 4/14/2015,Economic,Bumping rights do not exist.,Plant Layoff
1/23/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 530-2797,Internet Service Providers,52,-----,To occur between 2/2/2015 and 5/1/2015,Economic,Employees will not have the right to bump or displace other company employees.  None of the affected are represented by a labor organization.,Plant Layoff
1/28/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(914) 530-2350,Recycling Facility,27,27,4/30/2015,Economic,"There is no  union that represents employees and no provision for transfer, bumping, or  reassignment of employees.",Plant Closing
1/28/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(803) 578-8188,Publishing,47,-----,to occur  between 5/1/2015 and 7/31/2015,Economic,There are no  bumping rights at this facility and employees are not represented by any union.,Plant Layoff
1/27/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(607) 324-8745,Hospital,581,581 affected employees for all sites,to  occur in phases between 4/30/2015 and 8/28/2015,Economic,Bumping rights do not exist because none of the  affected employees are members of a labor organization.,Plant Layoff
1/20/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 348-3107,Medicaid and Medicare Service Contracts,52,-----,4/19/2015,Fulfillment  of Contract obligations under QIC Part A- West  Contract,No bumping  rights exist.,Plant Layoff
1/22/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and Supplies,1,-----,4/21/2015,Economic,Non-union.  Bumping rights do exist.,Plant Layoff
1/23/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 289-2900 Ext 537151,Armored car service,86,86,4/23/2015,Consolidation of operations with Long Island City  location,Bumping  rights do not exist.,Plant Closing
1/20/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 366-8319,Health and Human Services,281,976 - Total affected for all sites listed,4/20/2015,Company Restructuring,"District Council 1707, CSAEU, AFSCME,  AFL-CIO, Local 215",Plant Layoff
1/13/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 576-6598,Life Insurance,29,-----,To occur  in phases between 5/15/2015 and 12/31/2015,Relocation of finance operations,There is no  union representation at this location. Bumping arrangements are not available for affected employees.,Plant Layoff
1/21/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 337-5957,University  Newspaper,42,42,to begin  on or about 4/30/2015 and will continue through  6/30/2015,Economic,No union,Plant Closing
9/18/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 844-7673,Residential Treatment Facility,33,33,2/27/2015 or during the two week period before or following this date,Economic,"1199 SEIU United  Healthcare Workers East, 1199 RN Division",Plant Closing
1/15/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(956) 287-7600,"Provide all detention, processing, transportation,  kitchen, laundry, warehouse and commissary services at the Buffalo Federal  Detention Facility.",256,256,1/31/2015,Loss of contract.,SEIU Local 200 United,Plant  Closing
9/5/2014,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(314) 493-7110,Commercial Packaging Operations-Pharmaceuticals,162,----,90 days  from the date of notice,Purchased  by Actavis – relocation of most of its operations to New Jersey,Affected  employees are not represented by a union.,Plant Layoff
1/21/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 358-0500,Organic Food Products Manufacturing,38,73,1/21/2015,Economic,There are no  bumping rights and employees are non-union.,Plant Layoff
1/20/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 254-1509,Grocery Store,30,30,4/24/2015,Economic,UFCW Local 342 &  RWDSU/UFCW Local 338,Plant Closing
1/15/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(845) 602-3611,Pharmaceutical Products,50,1330,To be separated from employment through April 2015,Company Restructuring,Local 95c ICWU/UFCW,Plant Layoff
10/14/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 428-6467,"Financial Investment Firm - Technology,  Operations and Functions groups",278,"278
  (All affected employees will be offered and  are expected to accept transfer options.)",To occur  in waves beginning on 1/12/2015,Transferred  to NJ location,RBC does not recognize bumping rights.  Employees are not represented by any union.,Plant Closing
7/28/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 337-5781,Residential  facility,214,214,Layoffs to occur 10/31/2014  through 2/2/2015 or within 14 days thereafter.,Economic,"Special and  Superior Officer Benevolent Association, 1199 SEIU United Healthcare Workers  East",Plant Closing
10/6/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 430-2541,Substance Abuse Treatment,57,57,"postponed, date to be determined",Montefiore Medical Center will take over facilities,"1199 SEIU,  New  York State Nurses Association",Plant Closing
9/25/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(717) 664-8239,Custom Polyurethane Products,60,"60  
layoffs will occur between 1/1/2015 and 3/31/2015",-----,Economic,Teamsters 449,Plant Closing
1/12/2015,Plant Closing/Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(631) 563-6262,Parbake facility for baked goods,49,49,5/1/2015,Economic,There are no  bumping rights and the affected employees are not represented by a union.,Plant Closing
1/13/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,6,-----,4/7/2015,Economic,Bumping rights  do not exist.,Plant Layoff
1/5/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(202) 775-7256,Restaurant,43,43,4/6/2015 or within the 14-day period thereafter,Renovations,There are no  bumping rights and employees are not represented by a union.,Plant Closing
1/6/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 475-7000 Ext 16,Bakery - production,25,25,to  occur in phases between 4/6/2015 and 5/4/2015  due to wind down of operations.,Economic,Local 53 of  the BCTGM,Plant Closing
1/6/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,1,-----,4/5/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3/25/2013,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 780-1500,Medical Center,132,150,"Remaining layoffs are postponed to occur 
between  2/27/2015 and 4/30/2015
.",Economic,"1199 SEIU United Healthcare Workers East, New York  State Nurses Association, Local 30 & 30 A-B-C-D of the International Union  of Operating Engineers, and Special and Superior Officers Benevolent  Association",Plant Closing
1/8/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(646) 429-4729,Retail Store,90,90,to occur between 4/12/2015 and 4/25/2015,Economic,The affected employees do not have bumping rights and are not represented by any labor organization or other representative.,Plant Closing
1/8/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(646) 429-4729,Retail Store,87,87,To occur between 4/12/2015 and 4/25/2015,Economic,The affected employees do not have bumping rights and are not represented by any labor organization or other representative.,Plant Closing
1/7/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(954) 447-7863,Customer Service Operation,29,31,4/8/2015 or during the 14-day period that  begins on this date,Outsourcing operations,There is no  union that represents affected employees and there are no bumping rights.,Plant Layoff
1/6/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 951-7037,Health Center - Long Term Care Unit,70,70,to  occur between 4/6/2015 and 4/19/2015,Economic,1199 SEIU   United Healthcare Workers East,Plant Unit Closing
1/6/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(845) 362-7056,Pharmaceuticals production,4,70,will  occur from 12/19/2014 through 3/10/2015,Economic,"United Steel Paper and Forestry Rubber, Manufacturing,  Energy, Allied Industrial and Service Workers International Union, District 4.",Plant  Layoff
1/6/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(972) 431-1299,Retail Store,72,72,4/7/2015,Economic,Employees are  not represented by a union.,Plant Closing
8/18/2014,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 423-1178,Photographic & Photocopying Equipment Mfg.,34,393,11/17/2014,Economic,"Workers United Rochester Regional Joint Board, Local  14A & International Union of Operating Engineers",Plant Layoff
10/27/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(347) 560-2353,Preschool,0,81,-----,Economic,CSEA,Plant Closing
1/2/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(210) 696-1773,Retail Store,295,295,3/6/2015,Economic,Affected  employees are not represented by a union nor do not have bumping rights.,Plant Closing
1/5/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(646) 532-2018,Women's clothing store,79,79,1/5/2015,Economic,Non-union and no bumping rights,Plant Closing
10/2/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 482-4249,Advertising tracking firm,110,approximately  225 at this time,to  occur between 1/1/2015 and 9/1/2015,Relocation,Bumping rights  do not apply.,Plant Closing
